fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,I
tortoise-loop,RECURD_I150,458,1326940,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,328,1279723,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,460,1275982,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,320,1327618,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,430,1290895,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,1223,1280368,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,1378,1326737,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,374,1284774,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,412,1282152,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,359,1279269,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,281,1278705,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,397,1287534,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,1312,1337239,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,385,1282249,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,1347,1326256,12,11,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,526,1331275,10,9,-1,-1,0.02%,1,606,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I150,332,1328636,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,150
tortoise-loop,RECURD_I50,0,41972,9,8,-1,-1,0.01%,1,23,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,1,8780,9,8,-1,-1,0.01%,1,8,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,56690,11,10,-1,-1,0.01%,1,29,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,2,52022,11,10,-1,-1,0.01%,1,28,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,1,12194,10,9,-1,-1,0.01%,1,9,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,6008,7,6,-1,-1,0.01%,1,6,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,55525,9,8,-1,-1,0.01%,1,29,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,5022,8,7,-1,-1,0.01%,1,7,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,53215,9,8,-1,-1,0.01%,1,27,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,24678,11,10,-1,-1,0.01%,1,15,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,52108,10,9,-1,-1,0.01%,1,27,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,37537,11,10,-1,-1,0.01%,1,21,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,54778,10,9,-1,-1,0.01%,1,28,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,40127,9,8,-1,-1,0.01%,1,22,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,59291,9,8,-1,-1,0.01%,1,30,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,36714,11,10,-1,-1,0.01%,1,21,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,1,56933,10,9,-1,-1,0.01%,1,30,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,0,13376,11,10,-1,-1,0.01%,1,10,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,4,57873,11,10,-1,-1,0.01%,1,30,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I50,3,51738,12,11,-1,-1,0.01%,1,27,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,50
tortoise-loop,RECURD_I300,1358,1334626,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,304,1334436,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,267,1331212,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,1357,1332390,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,285,1327941,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,287,1328692,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,1418,1332270,12,11,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,392,1329807,9,8,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,468,1332290,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,1308,1332242,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,286,1328485,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,1986,1330023,12,11,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,2036,1329323,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,422,1357400,10,9,-1,-1,0.02%,1,615,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,554,1331056,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,286,1335375,11,10,-1,-1,0.02%,1,606,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,279,1353649,10,9,-1,-1,0.02%,1,615,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,440,1331177,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,379,1333728,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I300,1801,1334774,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,300
tortoise-loop,RECURD_I500,252,1371300,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,358,1369847,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,302,1378585,9,8,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1499,1376358,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,380,1354505,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,305,1370957,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,439,1399617,10,9,-1,-1,0.02%,1,615,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,269,1369016,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,481,1339603,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,342,1375008,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,313,1337344,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,480,1336789,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,274,1364442,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1429,1341841,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,287,1337851,9,8,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1432,1379382,13,12,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1443,1338156,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1465,1380101,12,11,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,346,1372256,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I500,1409,1377142,12,11,-1,-1,0.02%,1,606,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,500
tortoise-loop,RECURD_I400,457,1273995,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,1752,1278535,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,319,1277838,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,1371,1302124,13,12,-1,-1,0.02%,1,614,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,267,1271442,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,268,1281310,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,500,1275006,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,255,1276869,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,1806,1277177,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,391,1302573,11,10,-1,-1,0.02%,1,615,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,523,1320719,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,340,1319659,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,339,1276743,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,494,1319645,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,423,1284972,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,285,1272532,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,1403,1322921,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,418,1302123,11,10,-1,-1,0.02%,1,615,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,421,1277159,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I400,356,1274977,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,400
tortoise-loop,RECURD_I100,477,1282251,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,454,1279857,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,287,1284001,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,263,1286096,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,442,1285606,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,397,1284353,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,1274,1289487,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,1824,1282705,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,23,123146,10,9,-1,-1,0.01%,1,61,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,324,1268340,9,8,-1,-1,0.02%,1,598,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,400,1211421,9,8,-1,-1,0.02%,1,579,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,1249,1270427,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,144,774296,10,9,-1,-1,0.02%,1,367,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,425,1284711,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,37,186142,9,8,-1,-1,0.02%,1,91,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,462,1284277,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,531,1276749,9,8,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,335,1284434,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,428,1289559,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I100,319,1283548,9,8,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,100
tortoise-loop,RECURD_I450,378,1340170,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1887,1309157,12,11,-1,-1,0.02%,1,614,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,330,1287964,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,329,1352258,11,10,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,429,1298283,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,536,1291350,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,389,1307911,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,352,1287318,10,9,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,343,1292774,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,324,1301833,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1367,1293484,12,11,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,462,1282786,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1226,1287992,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,294,1291774,9,8,-1,-1,0.02%,1,604,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1898,1291967,12,11,-1,-1,0.02%,1,606,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1431,1315459,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,425,1309734,10,9,-1,-1,0.02%,1,614,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,2022,1362617,12,11,-1,-1,0.02%,1,614,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,279,1302001,10,9,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
tortoise-loop,RECURD_I450,1419,1289729,11,10,-1,-1,0.02%,1,605,35.0,16,45,36.0,36,99,-1.0,-1,-1,25,2,8,450
