fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,W,D
tortoise-loop,COMP_W2_D14_B1,0,2347,227,226,-1,-1,0.04%,1,5,2,2160,81933,2,1781,65588,-1,-1,-1,100,3,3,2,14
tortoise-loop,COMP_W2_D14_B1,0,2082,200,199,-1,-1,0.04%,1,5,2,1721,81933,2,1425,65588,-1,-1,-1,100,3,3,2,14
tortoise-loop,COMP_W2_D4_B1,0,501,16,15,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,550,20,19,-1,-1,0.03%,1,5,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,500,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,520,17,16,-1,-1,0.03%,2,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,501,16,15,-1,-1,0.03%,1,5,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,517,17,16,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,518,17,16,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,520,17,16,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,518,17,16,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,477,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,433,15,14,-1,-1,0.03%,1,5,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,471,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,477,15,14,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D4_B1,0,510,16,15,-1,-1,0.03%,1,4,92,86,93,81,95,116,-1,-1,-1,100,3,3,2,4
tortoise-loop,COMP_W2_D10_B1,0,2549,244,243,-1,-1,0.04%,1,5,37,1902,5133,37,1564,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2391,231,230,-1,-1,0.04%,1,5,34,1783,5133,35,1468,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2251,216,215,-1,-1,0.04%,1,5,32,1671,5133,33,1386,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2800,272,271,-1,-1,0.04%,1,6,39,2048,5133,40,1686,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2226,212,211,-1,-1,0.04%,2,5,31,1636,5133,32,1354,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1841,176,175,-1,-1,0.04%,1,5,27,1396,5133,27,1156,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2124,203,202,-1,-1,0.04%,1,5,29,1517,5133,30,1255,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1748,166,165,-1,-1,0.04%,1,5,25,1311,5133,26,1088,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,3357,319,318,-1,-1,0.04%,1,5,46,2393,5133,47,1970,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1821,173,172,-1,-1,0.04%,1,5,25,1285,5133,25,1067,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1674,158,157,-1,-1,0.04%,1,5,22,1176,5133,23,976,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1824,175,174,-1,-1,0.04%,1,5,26,1347,5133,27,1120,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1783,170,169,-1,-1,0.04%,1,5,25,1302,5133,26,1079,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2830,275,274,-1,-1,0.04%,1,5,40,2085,5133,41,1716,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2062,198,197,-1,-1,0.04%,1,5,30,1543,5133,30,1282,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1788,170,169,-1,-1,0.04%,1,4,24,1272,5133,25,1058,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1841,176,175,-1,-1,0.04%,2,5,26,1365,5133,27,1134,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2226,215,214,-1,-1,0.04%,1,5,32,1660,5133,33,1373,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,1645,156,155,-1,-1,0.04%,1,4,23,1183,5133,23,986,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D10_B1,0,2266,217,216,-1,-1,0.04%,1,5,34,1759,5133,35,1457,4148,-1,-1,-1,100,3,3,2,10
tortoise-loop,COMP_W2_D12_B1,0,3145,304,303,-1,-1,0.04%,1,5,13,2795,20493,14,2303,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1846,176,175,-1,-1,0.04%,1,5,7,1454,20493,7,1210,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1692,160,159,-1,-1,0.04%,1,4,6,1249,20493,6,1040,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2221,214,213,-1,-1,0.04%,1,5,9,1881,20493,9,1555,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2869,275,274,-1,-1,0.04%,1,6,11,2360,20493,11,1948,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,4303,416,415,-1,-1,0.04%,1,7,18,3703,20493,18,3045,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1986,190,189,-1,-1,0.04%,1,5,7,1599,20493,8,1319,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2116,205,204,-1,-1,0.04%,1,5,8,1736,20493,8,1441,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2698,261,260,-1,-1,0.04%,1,6,11,2343,20493,11,1935,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1799,172,171,-1,-1,0.04%,1,5,6,1414,20493,7,1177,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2290,222,221,-1,-1,0.04%,1,5,9,1910,20493,9,1591,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1918,183,182,-1,-1,0.04%,1,5,7,1464,20493,7,1212,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2170,208,207,-1,-1,0.04%,2,5,9,1890,20493,9,1566,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2913,283,282,-1,-1,0.04%,1,6,12,2637,20493,13,2171,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2480,241,240,-1,-1,0.04%,1,6,10,2239,20493,11,1854,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2047,196,195,-1,-1,0.04%,1,5,8,1752,20493,8,1437,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,3546,342,341,-1,-1,0.04%,1,6,15,3107,20493,15,2568,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,1933,185,184,-1,-1,0.04%,1,5,7,1594,20493,8,1316,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,3167,305,304,-1,-1,0.04%,1,6,13,2793,20493,14,2309,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D12_B1,0,2861,277,276,-1,-1,0.04%,1,6,12,2554,20493,12,2117,16436,-1,-1,-1,100,3,3,2,12
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,5,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,580,9,8,-1,-1,0.03%,2,5,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,530,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,471,8,7,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,516,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,580,9,8,-1,-1,0.03%,2,5,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,466,7,6,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,487,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,582,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,489,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,5,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,548,9,8,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,465,8,7,-1,-1,0.03%,2,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D2_B1,0,429,5,4,-1,-1,0.03%,1,4,78,26,33,69,47,68,-1,-1,-1,100,3,3,2,2
tortoise-loop,COMP_W2_D6_B1,0,523,52,51,-1,-1,0.03%,1,4,89,299,333,86,265,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,449,44,43,-1,-1,0.03%,1,5,81,271,333,78,243,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,494,49,48,-1,-1,0.03%,1,4,86,288,333,83,256,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,497,50,49,-1,-1,0.03%,1,4,87,291,333,84,259,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,449,44,43,-1,-1,0.03%,1,4,81,271,333,78,243,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,504,50,49,-1,-1,0.03%,1,5,87,291,333,84,259,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,449,44,43,-1,-1,0.03%,1,5,81,271,333,78,243,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,449,44,43,-1,-1,0.03%,1,4,81,271,333,78,243,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,442,44,43,-1,-1,0.03%,1,4,81,271,333,78,243,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,497,50,49,-1,-1,0.03%,1,4,87,291,333,84,259,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,494,49,48,-1,-1,0.03%,1,5,86,288,333,83,256,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,514,51,50,-1,-1,0.03%,1,4,88,294,333,84,261,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,514,51,50,-1,-1,0.03%,1,4,88,294,333,84,261,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,504,50,49,-1,-1,0.03%,1,4,87,291,333,84,259,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,476,47,46,-1,-1,0.03%,1,4,85,284,333,82,253,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,440,43,42,-1,-1,0.03%,1,4,81,270,333,78,242,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,494,49,48,-1,-1,0.03%,1,4,86,288,333,83,256,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,476,47,46,-1,-1,0.03%,1,4,85,284,333,82,253,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,404,39,38,-1,-1,0.03%,1,4,76,256,333,74,230,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D6_B1,0,504,50,49,-1,-1,0.03%,1,4,87,291,333,84,259,308,-1,-1,-1,100,3,3,2,6
tortoise-loop,COMP_W2_D8_B1,0,1950,176,175,-1,-1,0.03%,1,5,82,1068,1293,82,886,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1783,162,161,-1,-1,0.03%,1,5,76,994,1293,77,829,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1966,176,175,-1,-1,0.03%,1,5,83,1080,1293,83,896,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1777,160,159,-1,-1,0.03%,1,5,75,982,1293,76,819,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1897,171,170,-1,-1,0.03%,2,5,80,1036,1293,80,863,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1606,147,146,-1,-1,0.03%,1,4,72,940,1293,72,785,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1642,149,148,-1,-1,0.03%,2,4,71,926,1293,72,775,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1480,132,131,-1,-1,0.03%,1,4,65,851,1293,66,712,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,2027,181,180,-1,-1,0.03%,1,5,82,1072,1293,82,890,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1456,131,130,-1,-1,0.03%,1,5,65,853,1293,66,711,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1693,151,150,-1,-1,0.03%,2,4,72,943,1293,73,786,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1741,159,158,-1,-1,0.03%,1,5,77,1005,1293,77,835,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1906,174,173,-1,-1,0.03%,1,5,79,1032,1293,79,859,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1918,174,173,-1,-1,0.03%,1,5,81,1060,1293,81,878,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,2030,184,183,-1,-1,0.03%,1,5,82,1068,1293,82,888,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1744,158,157,-1,-1,0.03%,1,5,75,970,1293,74,806,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1706,155,154,-1,-1,0.03%,1,5,74,964,1293,74,804,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1492,135,134,-1,-1,0.03%,1,5,67,873,1293,67,731,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,1961,177,176,-1,-1,0.03%,2,5,83,1078,1293,82,891,1076,-1,-1,-1,100,3,3,2,8
tortoise-loop,COMP_W2_D8_B1,0,2333,204,203,-1,-1,0.03%,2,5,89,1155,1293,89,958,1076,-1,-1,-1,100,3,3,2,8
honggfuzz,COMP_W2_D14_B1,59,10013,-1,-1,-1,-1,-1,1,1,0.8812078161,722,81933,0.9286509401,609,65579,0.5858838607,384,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,7919,296071,-1,-1,-1,-1,-1,1,24,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,46259,959995,-1,-1,-1,-1,-1,1,262,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,19,4204,-1,-1,-1,-1,-1,1,1,0.3502862095,287,81933,0.3873191113,254,65579,0.2288608831,150,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,53,8816,-1,-1,-1,-1,-1,1,1,0.7725824759,633,81933,0.8249592095,541,65579,0.5141741174,337,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,137,19201,-1,-1,-1,-1,-1,1,1,1.705051689,1397,81933,1.77190869,1162,65579,1.150407372,754,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,31,6569,-1,-1,-1,-1,-1,1,1,0.5711984182,468,81933,0.6099513564,400,65579,0.3753318483,246,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,26027,764594,-1,-1,-1,-1,-1,1,103,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,32194,862301,-1,-1,-1,-1,-1,1,150,0.4772191913,391,81933,0.5184586529,340,65579,0.311250801,204,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,208,26048,-1,-1,-1,-1,-1,1,1,2.336055069,1914,81933,2.406258101,1578,65579,1.588294529,1041,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,36,6787,-1,-1,-1,-1,-1,1,1,0.5895060598,483,81933,0.6312996539,414,65579,0.387537762,254,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,38437,883534,-1,-1,-1,-1,-1,1,194,0.5895060598,483,81933,0.6312996539,414,65579,0.387537762,254,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,52286,1003534,-1,-1,-1,-1,-1,1,333,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,24,6109,-1,-1,-1,-1,-1,1,1,0.52359855,429,81933,0.5672547614,372,65579,0.3417655854,224,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,23,5511,-1,-1,-1,-1,-1,1,1,0.4772191913,391,81933,0.5184586529,340,65579,0.311250801,204,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,50,8616,-1,-1,-1,-1,-1,1,1,0.7518338154,616,81933,0.8005611552,525,65579,0.5004424644,328,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,352,32569,-1,-1,-1,-1,-1,1,1,2.94630979,2414,81933,3.043657268,1996,65579,2.03533612,1334,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,361,31556,-1,-1,-1,-1,-1,1,1,2.857212601,2341,81933,2.958264078,1940,65579,1.981935248,1299,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,37,7504,-1,-1,-1,-1,-1,1,1,0.6444289847,528,81933,0.6816206408,447,65579,0.4241555033,278,65542,100,3,3,2,14
honggfuzz,COMP_W2_D14_B1,37,6746,-1,-1,-1,-1,-1,1,1,0.5821830032,477,81933,0.6206255051,407,65579,0.3844862836,252,65542,100,3,3,2,14
honggfuzz,COMP_W2_D4_B1,8,799,-1,-1,-1,-1,-1,1,1,61.29032258,57,93,57.94392523,62,107,42.85714286,30,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,4,663,-1,-1,-1,-1,-1,1,1,45.16129032,42,93,44.85981308,48,107,30,21,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,92,1170,-1,-1,-1,-1,-1,1,1,92.47311828,86,93,78.5046729,84,107,70,49,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,11,979,-1,-1,-1,-1,-1,1,1,72.04301075,67,93,63.55140187,68,107,50,35,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,9,940,-1,-1,-1,-1,-1,1,1,73.11827957,68,93,64.48598131,69,107,51.42857143,36,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,9,784,-1,-1,-1,-1,-1,1,1,60.21505376,56,93,55.14018692,59,107,41.42857143,29,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,14,1017,-1,-1,-1,-1,-1,1,1,79.56989247,74,93,69.1588785,74,107,57.14285714,40,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,13,808,-1,-1,-1,-1,-1,1,1,62.3655914,58,93,57.94392523,62,107,44.28571429,31,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,30,1092,-1,-1,-1,-1,-1,1,1,86.02150538,80,93,73.8317757,79,107,62.85714286,44,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,2,468,-1,-1,-1,-1,-1,1,1,30.10752688,28,93,34.57943925,37,107,18.57142857,13,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,13,992,-1,-1,-1,-1,-1,1,1,75.2688172,70,93,67.28971963,72,107,54.28571429,38,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,13,1013,-1,-1,-1,-1,-1,1,1,77.41935484,72,93,67.28971963,72,107,55.71428571,39,70,100,3,3,2,4
honggfuzz,COMP_W2_D4_B1,2,469,-1,-1,-1,-1,-1,1,1,30.10752688,28,93,34.57943925,37,107,18.57142857,13,70,100,3,3,2,4
