fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,W,D
tortoise-loop,COMP_W48_D2_B1,0,809,89,88,-1,-1,0.07%,1,4,10.0,764,7025,9.0,466,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,723,81,80,-1,-1,0.07%,1,4,7.0,544,7025,7.0,349,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,851,93,92,-1,-1,0.07%,1,4,11.0,836,7025,10.0,506,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,803,88,87,-1,-1,0.07%,1,5,8.0,628,7025,8.0,396,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,847,93,92,-1,-1,0.07%,1,4,10.0,722,7025,9.0,449,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,746,82,81,-1,-1,0.07%,1,5,9.0,645,7025,8.0,402,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,820,90,89,-1,-1,0.07%,1,4,11.0,837,7025,10.0,506,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,731,81,80,-1,-1,0.07%,1,5,8.0,578,7025,7.0,368,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,858,93,92,-1,-1,0.07%,1,5,11.0,828,7025,10.0,502,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,793,87,86,-1,-1,0.07%,1,5,8.0,614,7025,8.0,388,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,755,83,82,-1,-1,0.07%,1,4,9.0,700,7025,9.0,431,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,782,86,85,-1,-1,0.07%,1,5,10.0,723,7025,9.0,445,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,803,88,87,-1,-1,0.07%,1,5,12.0,873,7025,10.0,521,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,843,93,92,-1,-1,0.07%,1,4,13.0,968,7025,12.0,573,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,829,91,90,-1,-1,0.07%,1,5,14.0,1016,7025,12.0,598,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,785,87,86,-1,-1,0.07%,1,4,11.0,783,7025,9.0,474,4760,-1.0,-1,-1,100,3,3,48,2
tortoise-loop,COMP_W48_D2_B1,0,733,82,81,-1,-1,0.07%,1,5,8.0,605,7025,8.0,381,4760,-1.0,-1,-1,100,3,3,48,2
honggfuzz,COMP_W192_D2_B1,257,38062,-1,-1,-1,-1,-1,1,1,2.4650203165965423,2736,110993,2.0172871802478456,1496,74159,1.977820350233399,1466,74122,100,3,3,192,2
honggfuzz,COMP_W192_D2_B1,183,38439,-1,-1,-1,-1,-1,1,1,2.428081050156316,2695,110993,1.949864480373252,1446,74159,1.9117131216103185,1417,74122,100,3,3,192,2
honggfuzz,COMP_W192_D2_B1,28,9465,-1,-1,-1,-1,-1,1,1,0.599136882506104,665,110993,0.4948826170795183,367,74159,0.462750600361566,343,74122,100,3,3,192,2
honggfuzz,COMP_W192_D2_B1,118052,1250226,-1,-1,-1,-1,-1,1,1270,2.4803365978034653,2753,110993,2.0186356342453378,1497,74159,1.9818677315776692,1469,74122,100,3,3,192,2
