fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,W,weight
tortoise-loop,COMWE_W3_D10_B1,0,2069,119,118,-1,-1,0.04%,1,5,17,539,3087,17,742,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,2122,123,122,-1,-1,0.04%,1,5,17,550,3087,18,749,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1620,86,85,-1,-1,0.04%,2,5,13,405,3087,13,562,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1310,58,57,-1,-1,0.04%,1,4,8,249,3087,8,349,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1728,97,96,-1,-1,0.04%,1,5,14,444,3087,14,607,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,2091,118,117,-1,-1,0.04%,2,5,17,532,3087,17,730,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1712,94,93,-1,-1,0.04%,1,5,14,436,3087,14,596,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1754,96,95,-1,-1,0.04%,2,5,13,424,3087,14,584,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1619,87,86,-1,-1,0.04%,2,5,12,399,3087,13,555,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1652,90,89,-1,-1,0.04%,1,5,12,392,3087,12,537,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1609,84,83,-1,-1,0.04%,1,5,12,388,3087,12,532,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1314,59,58,-1,-1,0.04%,1,4,8,276,3087,9,383,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1694,93,92,-1,-1,0.04%,1,5,13,430,3087,14,590,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1723,96,95,-1,-1,0.04%,1,4,13,430,3087,14,592,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1247,53,52,-1,-1,0.04%,1,5,8,249,3087,8,342,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1651,90,89,-1,-1,0.04%,1,5,13,403,3087,13,552,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1679,91,90,-1,-1,0.04%,2,5,14,433,3087,14,592,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W3_D10_B1,0,1619,86,85,-1,-1,0.04%,2,5,13,406,3087,13,556,4148,-1,-1,-1,100,3,3,3,0.00001693508781
tortoise-loop,COMWE_W4_D10_B1,0,1233,44,43,-1,-1,0.04%,1,5,5,174,3087,5,246,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1746,68,67,-1,-1,0.04%,1,4,9,278,3087,9,391,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1631,65,64,-1,-1,0.04%,1,5,9,280,3087,9,396,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1195,39,38,-1,-1,0.04%,1,5,6,195,3087,6,276,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1325,50,49,-1,-1,0.04%,1,5,6,206,3087,7,296,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1251,43,42,-1,-1,0.04%,2,5,6,195,3087,6,279,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1248,43,42,-1,-1,0.04%,1,4,5,165,3087,5,237,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1617,61,60,-1,-1,0.04%,2,5,8,259,3087,8,367,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1167,37,36,-1,-1,0.04%,1,5,5,170,3087,5,245,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1233,42,41,-1,-1,0.04%,1,5,6,196,3087,6,279,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1746,72,71,-1,-1,0.04%,1,5,9,280,3087,9,395,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1249,43,42,-1,-1,0.04%,1,4,6,207,3087,7,295,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1254,45,44,-1,-1,0.04%,1,5,6,209,3087,7,302,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1579,63,62,-1,-1,0.04%,2,5,8,262,3087,8,373,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1198,42,41,-1,-1,0.04%,1,5,6,194,3087,6,277,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1223,41,40,-1,-1,0.04%,1,5,6,194,3087,6,277,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1290,46,45,-1,-1,0.04%,1,5,6,195,3087,6,279,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1266,43,42,-1,-1,0.04%,1,4,6,208,3087,7,299,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1263,46,45,-1,-1,0.04%,1,5,6,206,3087,7,297,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W4_D10_B1,0,1250,45,44,-1,-1,0.04%,1,4,6,200,3087,6,284,4148,-1,-1,-1,100,3,3,4,0.0000009536743164
tortoise-loop,COMWE_W7_D10_B1,0,1729,33,32,-1,-1,0.04%,2,5,3,111,3087,3,164,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1253,29,28,-1,-1,0.04%,2,5,3,107,3087,3,160,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1304,29,28,-1,-1,0.04%,2,4,3,107,3087,3,159,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1310,28,27,-1,-1,0.04%,1,5,3,103,3087,3,154,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1226,26,25,-1,-1,0.04%,1,4,3,103,3087,3,155,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1310,28,27,-1,-1,0.04%,2,5,3,100,3087,3,149,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1245,28,27,-1,-1,0.04%,1,5,3,104,3087,3,156,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1302,27,26,-1,-1,0.04%,2,5,3,104,3087,3,154,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1277,28,27,-1,-1,0.04%,1,5,3,103,3087,3,154,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1334,29,28,-1,-1,0.04%,2,4,3,104,3087,3,156,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1341,26,25,-1,-1,0.04%,2,5,3,103,3087,3,155,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1327,26,25,-1,-1,0.04%,1,4,3,102,3087,3,152,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1263,28,27,-1,-1,0.04%,1,5,3,115,3087,4,171,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1335,27,26,-1,-1,0.04%,2,4,3,104,3087,3,156,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1311,24,23,-1,-1,0.04%,1,4,3,97,3087,3,147,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1290,27,26,-1,-1,0.04%,1,5,3,116,3087,4,173,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1336,30,29,-1,-1,0.04%,1,5,3,108,3087,3,161,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1335,29,28,-1,-1,0.04%,2,5,3,107,3087,3,160,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1318,29,28,-1,-1,0.04%,1,5,3,105,3087,3,156,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W7_D10_B1,0,1302,30,29,-1,-1,0.04%,2,5,3,108,3087,3,161,4148,-1,-1,-1,100,3,3,7,0.000000003540133175
tortoise-loop,COMWE_W6_D10_B1,0,1316,32,31,-1,-1,0.04%,1,4,4,136,3087,4,199,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1247,30,29,-1,-1,0.04%,1,4,3,116,3087,4,172,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1682,35,34,-1,-1,0.04%,2,5,4,137,3087,4,200,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1247,30,29,-1,-1,0.04%,1,5,3,117,3087,4,173,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1189,29,28,-1,-1,0.04%,1,4,4,126,3087,4,185,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1318,29,28,-1,-1,0.04%,2,5,4,126,3087,4,185,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1274,32,31,-1,-1,0.04%,1,5,4,126,3087,4,186,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1254,26,25,-1,-1,0.04%,2,5,3,103,3087,3,155,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1729,35,34,-1,-1,0.04%,1,5,4,134,3087,4,195,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1282,28,27,-1,-1,0.04%,2,5,3,106,3087,3,158,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1277,28,27,-1,-1,0.04%,1,4,3,116,3087,4,172,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1302,32,31,-1,-1,0.04%,2,5,4,133,3087,4,196,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1262,30,29,-1,-1,0.04%,2,5,3,122,3087,4,181,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1278,30,29,-1,-1,0.04%,1,4,4,125,3087,4,183,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1275,30,29,-1,-1,0.04%,2,5,3,105,3087,3,156,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1266,31,30,-1,-1,0.04%,1,4,4,134,3087,4,197,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1330,32,31,-1,-1,0.04%,1,4,4,143,3087,5,210,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1301,31,30,-1,-1,0.04%,2,5,3,121,3087,4,177,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1293,30,29,-1,-1,0.04%,1,4,4,126,3087,4,185,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W6_D10_B1,0,1260,30,29,-1,-1,0.04%,1,5,4,126,3087,4,185,4148,-1,-1,-1,100,3,3,6,0.00000001653817169
tortoise-loop,COMWE_W8_D10_B1,0,1286,25,24,-1,-1,0.04%,1,4,3,100,3087,3,149,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1302,25,24,-1,-1,0.04%,2,4,3,96,3087,3,145,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1290,24,23,-1,-1,0.04%,2,4,3,95,3087,3,142,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1335,27,26,-1,-1,0.04%,2,4,3,105,3087,3,157,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1302,25,24,-1,-1,0.04%,1,5,3,100,3087,3,149,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1409,28,27,-1,-1,0.04%,2,5,3,104,3087,3,156,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1368,27,26,-1,-1,0.04%,2,5,3,108,3087,3,161,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1302,25,24,-1,-1,0.04%,1,5,3,95,3087,3,143,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1287,23,22,-1,-1,0.04%,1,4,3,97,3087,3,146,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1309,30,29,-1,-1,0.04%,1,4,3,108,3087,3,160,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1267,27,26,-1,-1,0.04%,2,5,3,103,3087,3,154,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1310,28,27,-1,-1,0.04%,2,5,3,104,3087,3,154,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1319,25,24,-1,-1,0.04%,2,5,3,93,3087,3,140,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1289,24,23,-1,-1,0.04%,2,5,2,92,3087,3,138,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1342,23,22,-1,-1,0.04%,1,5,3,95,3087,3,142,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1330,25,24,-1,-1,0.04%,2,5,3,99,3087,3,149,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1295,22,21,-1,-1,0.04%,2,4,2,84,3087,3,128,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1237,23,22,-1,-1,0.04%,1,5,3,94,3087,3,142,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1376,26,25,-1,-1,0.04%,2,5,3,103,3087,3,153,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
tortoise-loop,COMWE_W8_D10_B1,0,1319,25,24,-1,-1,0.04%,1,5,3,98,3087,3,147,4148,-1,-1,-1,100,3,3,8,0.0000000009313225746
honggfuzz,COMWE_W5_D10_B1,23615,18174,-1,-1,-1,-1,-1,1,59,49.1739553,1518,3087,49.1423049,2034,4139,48.78404669,1003,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,37,1061,-1,-1,-1,-1,-1,1,1,2.785876255,86,3087,2.923411452,121,4139,2.33463035,48,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,204,1276,-1,-1,-1,-1,-1,1,1,3.336572724,103,3087,3.430780382,142,4139,2.96692607,61,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,312,1412,-1,-1,-1,-1,-1,1,1,3.725299644,115,3087,3.841507611,159,4139,3.356031128,69,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,181,1247,-1,-1,-1,-1,-1,1,1,3.271784904,101,3087,3.358299106,139,4139,2.918287938,60,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,23,973,-1,-1,-1,-1,-1,1,1,2.299967606,71,3087,2.416042522,100,4139,1.89688716,39,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,18,807,-1,-1,-1,-1,-1,1,1,1.878846777,58,3087,1.981154868,82,4139,1.459143969,30,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,3,530,-1,-1,-1,-1,-1,1,1,1.101392938,34,3087,1.208021261,50,4139,0.7782101167,16,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,58,1088,-1,-1,-1,-1,-1,1,1,2.623906706,81,3087,2.6818072,111,4139,2.237354086,46,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,80,1171,-1,-1,-1,-1,-1,1,1,2.850664075,88,3087,2.971732302,123,4139,2.431906615,50,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,238,1307,-1,-1,-1,-1,-1,1,1,3.498542274,108,3087,3.575742933,148,4139,3.161478599,65,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,539,2025,-1,-1,-1,-1,-1,1,1,5.506964691,170,3087,5.653539502,234,4139,5.107003891,105,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,343,1351,-1,-1,-1,-1,-1,1,1,3.595724004,111,3087,3.720705484,154,4139,3.258754864,67,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,198,1338,-1,-1,-1,-1,-1,1,1,3.595724004,111,3087,3.720705484,154,4139,3.258754864,67,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,25201,18475,-1,-1,-1,-1,-1,1,59,49.91901523,1541,3087,49.86711766,2064,4139,49.65953307,1021,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,27048,18410,-1,-1,-1,-1,-1,1,68,49.33592485,1523,3087,49.33558831,2042,4139,48.92996109,1006,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,428,1385,-1,-1,-1,-1,-1,1,1,3.692905734,114,3087,3.79318676,157,4139,3.404669261,70,2056,100,3,3,5,0.0000001024
honggfuzz,COMWE_W5_D10_B1,88,1168,-1,-1,-1,-1,-1,1,1,3.109815355,96,3087,3.23749698,134,4139,2.723735409,56,2056,100,3,3,5,0.0000001024
