fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,W,D
AFL++,COMP_W2_D12_B2,0,2101,-1,-1,10256,618,6.03%,1,3,9.81798663,2012,20493,10.12357704,1663,16427,6.815131178,1117,16390,100,3,3,2,12
AFL++,COMP_W2_D12_B2,0,4706,-1,-1,10256,1411,13.76%,1,6,22.636998,4639,20493,23.1996104,3811,16427,15.69859671,2573,16390,100,3,3,2,12
AFL++,COMP_W2_D12_B2,0,15998,-1,-1,10256,2753,26.84%,1,23,37.93978432,7775,20493,38.43672003,6314,16427,26.83343502,4398,16390,100,3,3,2,12
AFL++,COMP_W2_D16_B2,0,3331,-1,-1,163857,842,0.51%,1,11,0.8599512348,2818,327693,0.8730409975,2289,262187,0.5958420751,1562,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,4094,-1,-1,163857,986,0.60%,1,14,1.001242016,3281,327693,1.022934013,2682,262187,0.693877551,1819,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,4219,-1,-1,163857,1355,0.83%,1,15,1.709221741,5601,327693,1.753328731,4597,262187,1.158878505,3038,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,5449,-1,-1,163857,1246,0.76%,1,19,1.281687433,4200,327693,1.306700942,3426,262187,0.8872782758,2326,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,4760,-1,-1,163857,1283,0.78%,1,16,1.296335289,4248,327693,1.32310145,3469,262187,0.8991035667,2357,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,2395,-1,-1,163857,731,0.45%,1,9,0.8810075284,2887,327693,0.9050791992,2373,262187,0.6000381461,1573,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,3965,-1,-1,163857,1304,0.80%,1,14,1.583189143,5188,327693,1.632041253,4279,262187,1.076864391,2823,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,1988,-1,-1,163857,586,0.36%,1,7,0.6243648781,2046,327693,0.6445781065,1690,262187,0.4302880031,1128,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,7310,-1,-1,163857,1521,0.93%,1,25,1.50811888,4942,327693,1.535926648,4027,262187,1.049017738,2750,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,2647,-1,-1,163857,793,0.48%,1,9,0.9051154587,2966,327693,0.9294892577,2437,262187,0.6194926569,1624,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,2037,-1,-1,163857,608,0.37%,1,7,0.6927215412,2270,327693,0.7128499887,1869,262187,0.4745374785,1244,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,12157,-1,-1,163857,2288,1.40%,1,42,2.270112575,7439,327693,2.309801783,6056,262187,1.578104139,4137,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,1827,-1,-1,163857,510,0.31%,1,7,0.4842947515,1587,327693,0.4977363485,1305,262187,0.3379744421,886,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,3176,-1,-1,163857,893,0.54%,1,11,0.8370639593,2743,327693,0.8581661181,2250,262187,0.5851611673,1534,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,8868,-1,-1,163857,1708,1.04%,1,30,1.662836863,5449,327693,1.692684992,4438,262187,1.158878505,3038,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,5132,-1,-1,163857,1136,0.69%,1,18,1.12696945,3693,327693,1.151849634,3020,262187,0.783139424,2053,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,9711,-1,-1,163857,1936,1.18%,1,34,1.902390347,6234,327693,1.933734319,5070,262187,1.324814038,3473,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,1781,-1,-1,163857,518,0.32%,1,6,0.5380035582,1763,327693,0.5511333514,1445,262187,0.3719244707,975,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,2043,-1,-1,163857,539,0.33%,1,8,0.5077923544,1664,327693,0.5217649998,1368,262187,0.3547587259,930,262150,100,3,3,2,16
AFL++,COMP_W2_D16_B2,0,2833,-1,-1,163857,845,0.52%,1,9,0.9234252791,3026,327693,0.9527550946,2498,262187,0.6347510967,1664,262150,100,3,3,2,16
AFL++,COMP_W2_D14_B2,0,4538,-1,-1,40976,1450,3.54%,1,8,7.011826736,5745,81933,7.194376248,4718,65579,4.772512282,3128,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,4644,-1,-1,40976,1395,3.40%,1,8,6.059829373,4965,81933,6.233702862,4088,65579,4.168319551,2732,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,7708,-1,-1,40976,1605,3.92%,1,14,6.410115582,5252,81933,6.52952927,4282,65579,4.456684264,2921,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,1570,-1,-1,40976,446,1.09%,1,3,1.801471934,1476,81933,1.852727245,1215,65579,1.249580422,819,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2860,-1,-1,40976,811,1.98%,1,5,3.412544396,2796,81933,3.495021272,2292,65579,2.355741357,1544,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,3107,-1,-1,40976,855,2.09%,1,6,3.399118792,2785,81933,3.501120786,2296,65579,2.361844314,1548,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,5419,-1,-1,40976,1731,4.22%,1,10,8.112726252,6647,81933,8.280089663,5430,65579,5.535381893,3628,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2095,-1,-1,40976,550,1.34%,1,4,2.096835219,1718,81933,2.143979018,1406,65579,1.463183913,959,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,1541,-1,-1,40976,415,1.01%,1,3,1.349883441,1106,81933,1.392213971,913,65579,0.9596899698,629,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,1449,-1,-1,40976,396,0.97%,1,2,1.363309045,1117,81933,1.398313484,917,65579,0.9627414482,631,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,6851,-1,-1,40976,1807,4.41%,1,12,7.194903153,5895,81933,7.357538236,4825,65579,4.998321687,3276,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2393,-1,-1,40976,659,1.61%,1,4,2.61799275,2145,81933,2.685310846,1761,65579,1.818681151,1192,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2876,-1,-1,40976,900,2.20%,1,6,4.268121514,3497,81933,4.393174644,2881,65579,2.911110433,1908,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,9275,-1,-1,40976,2628,6.41%,1,16,10.6269757,8707,81933,10.82816145,7101,65579,7.370846175,4831,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,6200,-1,-1,40976,1872,4.57%,1,11,8.264069423,6771,81933,8.456975556,5546,65579,5.675749901,3720,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,4087,-1,-1,40976,1296,3.16%,1,8,6.136721468,5028,81933,6.294697998,4128,65579,4.185102682,2743,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2031,-1,-1,40976,571,1.39%,1,3,2.245737371,1840,81933,2.308665884,1514,65579,1.560831223,1023,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2798,-1,-1,40976,840,2.05%,1,5,3.81775353,3128,81933,3.926561857,2575,65579,2.613591285,1713,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,2275,-1,-1,40976,626,1.53%,1,4,2.539880146,2081,81933,2.60601717,1709,65579,1.759177321,1153,65542,100,3,3,2,14
AFL++,COMP_W2_D14_B2,0,3074,-1,-1,40976,856,2.09%,1,6,3.657866794,2997,81933,3.728327666,2445,65579,2.520521193,1652,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D12_B2,43,8873,-1,-1,-1,-1,-1,1,1,3.093739326,634,20493,3.287270956,540,16427,2.043929225,335,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,37,7500,-1,-1,-1,-1,-1,1,1,2.639925828,541,20493,2.788092774,458,16427,1.744966443,286,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,4725,211137,-1,-1,-1,-1,-1,1,11,80.17371785,16430,20493,80.70250198,13257,16427,58.21842587,9542,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,42,6948,-1,-1,-1,-1,-1,1,1,2.439857512,500,20493,2.593291532,426,16427,1.622940818,266,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,4767,218588,-1,-1,-1,-1,-1,1,11,82.97955399,17005,20493,83.5453826,13724,16427,60.25015253,9875,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,13,3499,-1,-1,-1,-1,-1,1,1,1.161372176,238,20493,1.290558227,212,16427,0.7504575961,123,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,288,33904,-1,-1,-1,-1,-1,1,1,12.16512956,2493,20493,12.47336702,2049,16427,8.291641245,1359,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,7,1835,-1,-1,-1,-1,-1,1,1,0.590445518,121,20493,0.7122420405,117,16427,0.3782794387,62,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,14,3847,-1,-1,-1,-1,-1,1,1,1.278485336,262,20493,1.400133926,230,16427,0.8297742526,136,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,44,8653,-1,-1,-1,-1,-1,1,1,3.01078417,617,20493,3.202045413,526,16427,1.995118975,327,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,392,35194,-1,-1,-1,-1,-1,1,1,12.71653735,2606,20493,13.06385828,2146,16427,8.767541184,1437,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,59,9453,-1,-1,-1,-1,-1,1,1,3.323085932,681,20493,3.518597431,578,16427,2.226967663,365,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,243,27846,-1,-1,-1,-1,-1,1,1,9.94485922,2038,20493,10.25750289,1685,16427,6.77852349,1111,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,110,16275,-1,-1,-1,-1,-1,1,1,5.767823159,1182,20493,6.063188653,996,16427,3.886516168,637,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,9,2525,-1,-1,-1,-1,-1,1,1,0.8197921241,168,20493,0.9253058988,152,16427,0.5247101891,86,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,8713,244920,-1,-1,-1,-1,-1,1,23,94.37368858,19340,20493,94.588178,15538,16427,69.9023795,11457,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,52,9870,-1,-1,-1,-1,-1,1,1,3.464597667,710,20493,3.664698362,602,16427,2.30628432,378,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,19,5496,-1,-1,-1,-1,-1,1,1,1.849411994,379,20493,1.99062519,327,16427,1.20195241,197,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,244,30282,-1,-1,-1,-1,-1,1,1,10.8476065,2223,20493,11.21933402,1843,16427,7.419158023,1216,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D12_B2,153,19813,-1,-1,-1,-1,-1,1,1,7.041428781,1443,20493,7.341571803,1206,16427,4.771201952,782,16390,100,3,3,2,12
Honggfuzz,COMP_W2_D16_B2,11,2578,-1,-1,-1,-1,-1,1,1,0.05187782467,170,327693,0.05988092468,157,262187,0.03356856761,88,262150,100,3,3,2,16
Honggfuzz,COMP_W2_D16_B2,197080,3873979,-1,-1,-1,-1,-1,1,4845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,16
Honggfuzz,COMP_W2_D14_B2,59,10013,-1,-1,-1,-1,-1,1,1,0.8812078161,722,81933,0.9286509401,609,65579,0.5858838607,384,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,7919,296071,-1,-1,-1,-1,-1,1,24,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,46259,959995,-1,-1,-1,-1,-1,1,262,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,19,4204,-1,-1,-1,-1,-1,1,1,0.3502862095,287,81933,0.3873191113,254,65579,0.2288608831,150,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,53,8816,-1,-1,-1,-1,-1,1,1,0.7725824759,633,81933,0.8249592095,541,65579,0.5141741174,337,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,137,19201,-1,-1,-1,-1,-1,1,1,1.705051689,1397,81933,1.77190869,1162,65579,1.150407372,754,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,31,6569,-1,-1,-1,-1,-1,1,1,0.5711984182,468,81933,0.6099513564,400,65579,0.3753318483,246,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,26027,764594,-1,-1,-1,-1,-1,1,103,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,32194,862301,-1,-1,-1,-1,-1,1,150,0.4772191913,391,81933,0.5184586529,340,65579,0.311250801,204,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,208,26048,-1,-1,-1,-1,-1,1,1,2.336055069,1914,81933,2.406258101,1578,65579,1.588294529,1041,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,36,6787,-1,-1,-1,-1,-1,1,1,0.5895060598,483,81933,0.6312996539,414,65579,0.387537762,254,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,38437,883534,-1,-1,-1,-1,-1,1,194,0.5895060598,483,81933,0.6312996539,414,65579,0.387537762,254,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,52286,1003534,-1,-1,-1,-1,-1,1,333,28.01191217,22951,81933,28.2834444,18548,65579,20.31369198,13314,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,24,6109,-1,-1,-1,-1,-1,1,1,0.52359855,429,81933,0.5672547614,372,65579,0.3417655854,224,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,23,5511,-1,-1,-1,-1,-1,1,1,0.4772191913,391,81933,0.5184586529,340,65579,0.311250801,204,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,50,8616,-1,-1,-1,-1,-1,1,1,0.7518338154,616,81933,0.8005611552,525,65579,0.5004424644,328,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,352,32569,-1,-1,-1,-1,-1,1,1,2.94630979,2414,81933,3.043657268,1996,65579,2.03533612,1334,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,361,31556,-1,-1,-1,-1,-1,1,1,2.857212601,2341,81933,2.958264078,1940,65579,1.981935248,1299,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,37,7504,-1,-1,-1,-1,-1,1,1,0.6444289847,528,81933,0.6816206408,447,65579,0.4241555033,278,65542,100,3,3,2,14
Honggfuzz,COMP_W2_D14_B2,37,6746,-1,-1,-1,-1,-1,1,1,0.5821830032,477,81933,0.6206255051,407,65579,0.3844862836,252,65542,100,3,3,2,14
